"haplotype_id"	"num_snps"	"s_1"	"s_2"	"s_3"	"s_4"	"s_5"	"s_6"	"s_7"	"s_8"	"s_9"	"s_10"	"median_s"
"3L.25"	246	0.0134819740594655	0.0266802749499372	0.0527307387063946	0.0416991075758035	0.113139020959809	-0.00489337987149153	-0.00690797807344341	-0.0803282019325984	0.0314986937250314	0.0428538607397663	0.0290894843374843
"3L.26"	28	-0.000298424819591723	0.0346231804913645	0.118842390843608	0.0735031888268429	0.083540144543859	0.0623001744539844	NA	0.00428177180858232	0.0376735226834255	0.0596507927149986	0.0596507927149986
"3L.27"	20	0.0727078349453132	-0.0683280357301182	NA	NA	NA	0.039755332373616	0.0821416791562961	0.0499840391340157	0.0903316080676547	0.0533490179464729	0.0533490179464729
"3L.29"	54	0.0254770324064286	0.0515788346996664	0.044493221989768	0.058107286104698	0.0906699513206128	0.0360768475970635	-0.00215183512688668	NA	-0.0521780272754641	0.00398989115815823	0.0360768475970635
"3L.28"	36	-0.010157648627095	0.0100309693585385	0.0425759379119923	0.0557654794500752	0.0699796489756244	0.0486930457106129	0.0426127925192861	0.0313689725592308	0.0404878616150219	0.0454802937109679	0.0425943652156392
"3L.3R.30"	3854	0.0301838892069104	0.0326259068302669	0.106693194664635	0.0200762125381197	-0.00931094966257399	0.00561117716064049	0.0794398646139157	0.042591125035227	0.0105059738273901	0.0114394821345013	0.025130050872515
"3L.5"	38	-0.00036737507851359	0.016240727772353	0.0127412021806016	0.0704080031713799	0.0939982753909726	0.0201698828395413	0.0255625551669266	0.0169321042922465	0.0406966424389996	0.0101966552958545	0.0185509935658939
"3L.1"	32	0.0302995002639596	NA	NA	0.0604962442308966	0.00228718779503708	0.0164623017336147	0.0461881266712506	0.0747887475621393	0.0666342760200266	0.0636785181053325	0.0533421854510736
"3L.6"	28	0.0590713654022125	0.0281516554053829	0.0436085099119121	0.0220163157556223	0.0176093595753822	0.0308266586549713	0.0459515826320511	-0.00597652257597195	0.0203492198143339	-0.00787287442949054	0.0250839855805026
"3L.2"	22	0.0266249495336483	0.000413294319522556	0.0787964531862446	0.0906670853943561	0.028239531470256	-0.0117518421658703	0.0347229811751863	0.0472389575855335	0.0711171731362661	0.00647549168379694	0.0314812563227211
"3L.7"	47	0.0312497646508253	0.0238077283924706	0.0733668433392042	-0.0040320992487633	0.0184410719144797	-0.0112737627032999	0.0312775540091112	0.0444704345598129	0.0251985589575484	0.0311700857798743	0.0281843223687114
"3L.8"	48	0.0490892693481137	0.0199641237152935	0.0232897649077087	0.0264444245118524	0.0387568767197635	-0.0388590639899368	0.021688163889204	0.0329068640464135	0.0272186893755383	0.0125843994448745	0.0248670947097805
"3L.9"	25	0.00518047012913434	0.0379076550857667	0.0849293816316463	0.0246576981759489	0.0409871158950176	0.0474728411610429	0.0130192165204805	0.0632773841943271	0.00439021528103474	0.0148509091811596	0.0312826766308578
"3L.10"	27	0.00289730292517009	0.0930781773558619	-0.00692131215927484	0.0510686107393349	0.058710614790894	0.0259466857639559	NA	0.0108308748541384	0.065255204878487	0.0967110668580373	0.0510686107393349
"3L.11"	22	0.120709502900154	-0.0431750635566889	NA	0.00560550202957114	-0.00240614973674159	NA	NA	-0.0342125416979215	0.0793017036300034	0.0403008355728008	0.00560550202957114
"3L.12"	21	0.0735115483131189	0.0876830655585445	NA	NA	0.052652831642814	0.0016798004583802	0.0673911074686396	0.0344247597654475	0.00237425030961226	0.038246748427918	0.045449790035366
"3L.13"	21	0.0788092887333128	0.0291580576320427	0.0386342364207273	0.0774473059965629	NA	0.0410949219598142	0.0686146344044451	0.0251549793439246	-0.00750690494440144	-0.0340093481799401	0.0386342364207273
"3R.41"	3835	0.0257893472762761	0.0676723497557684	0.0796646097299263	0.0185041960887524	0.0391075572721209	0.0380709308701424	0.016143273413071	0.0648606480664569	0.0308334011573759	0.0237398458510213	0.0344521660137592
"3R.44"	44	NA	-0.0477754941138269	0.0856118087499212	0.101789267245376	0.108071642897374	NA	NA	NA	0.0636882055078205	NA	0.0856118087499212
"3R.31"	23	NA	0.0212572458540205	NA	0.0819968449194194	NA	0.104694674466917	0.0927113837783125	NA	0.0587202143685789	0.0891486418888725	0.0855727434041459
"3R.45"	377	0.0280729553658248	0.0736152515645336	0.063986428024598	0.0860974397063356	0.0053238235523153	0.0203859639859191	0.0146646868042334	0.039538010934346	0.0299666411588031	0.0460332891181727	0.0347523260465746
"3R.46"	91	0.054593734026014	-0.041189729378291	NA	0.0240711572477732	-0.0343071546938191	0.0848297405139827	0.0611725166308452	0.0356068924633332	0.0924196240746594	NA	0.0451003132446736
"3R.47"	27	NA	0.0607406225570921	0.123902900293725	0.0616109940238816	0.0590246700667993	0.0919895105801291	NA	NA	NA	0.0562206902548623	0.0611758082904869
"3R.48"	217	0.0425571396439294	0.00277329812849912	0.030873003764611	-0.0122740311645264	0.0337247871974724	0.0398482837299796	0.0741371159184183	0.0291594860271085	0.00335557484086922	0.0162552399553948	0.0300162448958597
"3R.49"	26	0.053066620231512	-0.00608400592620543	-0.00922208792793863	0.0457209159516267	-0.00821186042778361	-0.0240239022122634	-0.0823886207742549	0.114900900307498	0.0109140331456274	0.0156968417896097	0.00241501360971101
"3R.50"	36	0.00422266161549966	0.020937528244233	0.047919625765836	0.00469588157762746	-0.0465903709190524	0.0615000766273536	0.0860460033842577	0.000375943800695254	0.0464572025245674	0.0446592677305695	0.0327983979874013
"3R.51"	20	0.0539312805594194	0.112117567164277	0.0743945347164133	0.0416892820418297	0.0230060746048538	0.100126207357705	0.0813783007534746	NA	-0.0656503190209426	NA	0.0641629076379164
"3R.52"	74	-0.00723644377606439	0.0136450439728407	0.0193570321437371	-0.020954022917074	0.0445431272389973	0.0337224110971522	0.0320416050384541	0.00452509370675259	0.0413793136087508	0.0566645281640383	0.0256993185910956
"3R.53"	20	-0.056180136054965	0.0161800570225633	-0.0400340401024773	NA	0.127629515689047	-0.00368659282854022	NA	0.0172773966027168	-0.0966640172414405	-0.0909632831064437	-0.0218603164655088
"3R.54"	66	-0.0970150168587236	-0.0662597213382398	0.0219136320021096	0.0165145172190048	-0.0475283883728383	0.0340639077983401	0.097947506176437	0.00452274753841219	-0.0260391169276142	-0.078766582868694	-0.010758184694601
"3R.55"	57	NA	NA	0.0733356509822816	NA	NA	NA	-0.0104552519618347	0.115709518117017	0.11186789951811	NA	0.0926017752501958
"3R.56"	29	0.0174545071857067	0.0184603862172609	0.0208994922222014	0.0739036998441101	-0.0146034634924598	0.0180774763608454	0.0520549082865917	0.0610284827726454	0.0381979840974047	-0.00995191798296703	0.0196799392197312
"3R.32"	180	0.0433468441730389	0.0275814106809276	0.0633561825758268	0.0289886854401247	0.0256946645902483	0.0376938991026693	0.041795877763136	0.00371026773145691	0.0135598898389848	0.0232075076688152	0.0282850480605261
"3R.33"	20	0.0281819439833062	0.0338115563447915	0.0524445328997607	0.0266395209929782	-0.00769756929732897	0.0162066490228591	0.0075301951982182	0.0375557765144864	0.0523905716884071	0.0172544008233214	0.0274107324881422
"3R.34"	73	0.0362574869050427	0.101097042559858	0.036487871342949	0.0311142338039047	0.0433931699139927	0.0147445214638831	0.0717991531180801	0.0447428140041149	0.0296715150589944	0.0525661389194787	0.0399405206284709
"3R.35"	42	-0.0167076670549089	0.0329794466423039	0.0407242606266874	0.0515714400480442	0.0467358597511204	0.00256343880825175	0.0372719097102346	0.0511561743433211	0.0282262149903012	0.0411282921780373	0.038998085168461
"3R.36"	107	0.0568922085464887	0.0601062721683893	0.0680774626241111	0.058138553881811	NA	0.0282432620129068	0.0555669254751859	0.0615275563499443	0.0389201720051687	-0.067796650707764	0.0568922085464887
"3R.37"	26	-0.0942378065534011	-0.0222760599476181	-0.0226702210185113	-0.0643347048411671	0.118146457329328	0.0274049571364388	0.0174842548522428	0.000540270772852258	-0.0170908573216911	-0.0847856218865997	-0.0196834586346546
"3R.38"	177	0.0609392056760131	0.0302240426952668	0.0885886251855268	0.0228120783668071	0.00441847843255653	0.0333816180071487	0.0156781081827552	0.05876851336999	-0.0113933397791135	0.0431695864300053	0.0318028303512078
"3R.39"	172	-0.0115526433094767	0.0622198142733379	0.0847978966203691	0.0750571041658433	-0.011533938863314	NA	0.0499305304764346	0.00928557168623819	0.0778359550051064	0.0472823061165465	0.0499305304764346
"3R.40"	358	0.0532299051526898	0.0456062998518938	0.0370413511620673	0.0266335833837011	0.0305554661133314	0.0280205916525519	0.0399031534485944	0.0458372563950797	0.00713159778252068	0.0461163219148116	0.0384722523053308
"3R.42"	25	0.0101432764126184	-0.0591830350558811	-0.0011127784452592	-0.00691669247479189	0.0881276459035141	0.0368896893839794	0.015897469069677	0.0333652612997528	0.0473691147535209	0.0379407931581732	0.0246313651847149
"3R.43"	20	NA	0.0255063765159279	0.0383221012193552	0.0715433708912755	0.042898040602798	NA	NA	NA	0.153976037699217	NA	0.042898040602798
"X.6"	27	0.0822856743489436	-0.0090822428657356	0.0356691993801058	-0.0243641677566324	0.0499548668926356	0.0384469404535621	0.0540126492213789	0.00763045447045602	0.015550845495647	0.0335215432626664	0.0345953713213861
"X.7"	92	0.0427008178488639	0.0224404643289311	0.065303548448285	-0.0469935292817647	0.0200092455795965	-0.00106180817342152	0.0126096231305733	0.0578128191053262	-0.0204361978907559	0.0452352063731823	0.0212248549542638
"X.8"	22	0.0340402695402237	0.00538292850082116	0.0534884259180035	0.0194209099227081	0.00710364271227156	0.0177842537960912	0.0109763576025448	0.0227812343269503	0.121598509112989	0.0321825509713362	0.0211010721248292
"X.9"	105	0.0652758136013071	0.0164269039421104	0.0177604504518723	-0.032559628115824	0.0201877248631815	0.000543195073041064	0.0664061032866257	0.0301338029943019	0.0420514218715804	0.0427002060269588	0.0251607639287417
"X.11"	54	0.0375752552756587	0.0516302490381942	0.120456892509419	NA	0.0202390689700364	NA	0.135471434396167	-0.0065332036486578	0.0215269120384604	0.0334564261386625	0.0355158407071606
"X.10"	220	0.00881187103980915	0.0696163455821618	0.00437320523463738	NA	0.086594825451745	0.0153756820439258	0.0233879587690121	0.0621896778024586	0.0513286963452142	-0.00735327502642154	0.0233879587690121
"X.1"	30	0.0490336742972337	0.0357824757570599	0.0457069817939246	0.031268819231001	0.0521517273055561	-0.0324676566486892	0.00762349905536631	NA	0.0271835113750903	0.0656862853539334	0.0357824757570599
"X.2"	26	0.0987771536098928	0.0654744068844177	-0.0505073977394209	0.00994633400303575	NA	0.068152379468458	NA	0.0407588932627337	0.0685311862672609	NA	0.0654744068844177
"X.3"	41	0.0390906753607277	0.029518751684104	0.0456684310602683	0.0615001327915623	0.00584013630083636	0.00766498685944031	0.0270193948282977	-0.00208133720863749	0.0267654015522384	0.0271075476158893	0.0270634712220935
"X.5"	25	0.0325994766959832	0.0184712107390266	-0.0713958160751018	0.0126855852162146	0.053479336606124	0.0400405896576505	0.0623903423120171	0.0493133695985927	0.0102359498502387	0.0473863375677755	0.0363200331768168
"X.4"	39	0.0540927944096136	NA	0.0257958821890685	0.0507008985030016	NA	0.0286733755074371	0.0352216029856359	0.0148095466805451	0.0502877737770712	0.0713103910390262	0.0427546883813536
